121: 1 5 6 16 22 25 1 
122: 1 10 17 18 22 25 1 
123: 1 4 8 21 22 25 1 
124: 1 4 10 13 23 25 1 
125: 1 6 7 14 23 25 1 
126: 1 2 15 16 23 25 1 
127: 1 8 11 20 23 25 1 
128: 1 3 6 9 24 25 1 
129: 1 8 13 17 24 25 1 
130: 1 2 4 20 24 25 1 
131: 1 9 12 19 20 26 1 
132: 1 3 15 17 21 26 1 
133: 1 5 8 19 21 26 1 
134: 1 4 18 20 21 26 1 
135: 1 2 5 10 22 26 1 
136: 1 9 11 15 22 26 1 
137: 1 6 11 16 23 26 1 
138: 1 3 4 19 23 26 1 
139: 1 10 14 20 23 26 1 
140: 1 5 9 13 24 26 1 
141: 1 2 3 14 24 26 1 
142: 1 4 10 15 24 26 1 
143: 1 7 8 23 24 26 1 
144: 1 9 10 16 25 26 1 
145: 1 2 6 17 25 26 1 
146: 1 5 7 18 25 26 1 
147: 1 13 14 19 25 26 1 
148: 1 3 12 22 25 26 1 
149: 1 14 15 19 21 27 1 
150: 1 5 11 20 21 27 1 
151: 1 2 6 13 22 27 1 
152: 1 3 10 20 22 27 1 
153: 1 6 12 17 23 27 1 
154: 1 4 8 18 23 27 1 
155: 1 13 16 19 23 27 1 
156: 1 2 9 17 24 27 1 
157: 1 6 10 18 24 27 1 
158: 1 4 7 19 24 27 1 
159: 1 3 15 23 24 27 1 
160: 1 5 10 14 25 27 1 
161: 1 2 3 18 25 27 1 
162: 1 9 13 20 25 27 1 
163: 1 12 16 21 25 27 1 
164: 1 7 15 22 25 27 1 
165: 1 7 10 11 26 27 1 
166: 1 4 14 16 26 27 1 
167: 1 17 18 19 26 27 1 
168: 1 2 15 20 26 27 1 
169: 1 2 17 19 21 28 1 
170: 1 6 9 19 22 28 1 
171: 1 5 12 20 22 28 1 
172: 1 11 18 21 22 28 1 
173: 1 14 15 17 23 28 1 
174: 1 5 11 19 23 28 1 
175: 1 2 6 15 24 28 1 
176: 1 3 10 19 24 28 1 
177: 1 13 18 20 24 28 1 
178: 1 7 9 17 25 28 1 
179: 1 4 14 18 25 28 1 
180: 1 11 12 24 25 28 1 
181: 1 4 8 9 26 28 1 
182: 1 2 7 16 26 28 1 
183: 1 3 6 18 26 28 1 
184: 1 12 14 21 26 28 1 
185: 1 13 22 23 26 28 1 
186: 1 8 10 13 27 28 1 
187: 1 9 12 15 27 28 1 
188: 1 4 11 17 27 28 1 
189: 1 5 16 18 27 28 1 
190: 1 3 7 21 27 28 1 
191: 1 9 11 18 23 29 1 
192: 1 10 12 19 23 29 1 
193: 1 8 11 19 24 29 1 
194: 1 6 12 20 24 29 1 
195: 1 9 10 21 24 29 1 
196: 1 13 14 23 24 29 1 
197: 1 6 10 15 25 29 1 
198: 1 5 9 19 25 29 1 
199: 1 17 20 21 25 29 1 
200: 1 11 13 22 25 29 1 
201: 1 7 16 24 25 29 1 
202: 1 6 8 13 26 29 1 
203: 1 7 9 14 26 29 1 
204: 1 4 12 17 26 29 1 
205: 1 15 16 19 26 29 1 
206: 1 3 5 20 26 29 1 
207: 1 3 9 16 27 29 1 
208: 1 7 13 17 27 29 1 
209: 1 8 14 20 27 29 1 
210: 1 2 4 21 27 29 1 
211: 1 5 22 24 27 29 1 
212: 1 23 25 26 27 29 1 
213: 1 10 11 14 28 29 1 
214: 1 8 12 16 28 29 1 
215: 1 5 6 17 28 29 1 
216: 1 7 15 18 28 29 1 
217: 1 3 4 22 28 29 1 
218: 1 2 20 23 28 29 1 
219: 1 12 15 21 23 30 1 
220: 1 9 14 19 24 30 1 
221: 1 2 10 19 25 30 1 
222: 1 3 5 23 25 30 1 
223: 1 13 16 17 26 30 1 
224: 1 2 12 18 26 30 1 
225: 1 6 7 21 26 30 1 
226: 1 11 20 24 26 30 1 
227: 1 8 15 25 26 30 1 
228: 1 2 11 16 27 30 1 
229: 1 3 8 17 27 30 1 
230: 1 7 14 18 27 30 1 
231: 1 5 6 19 27 30 1 
232: 1 4 12 22 27 30 1 
233: 1 9 10 23 27 30 1 
234: 1 4 15 16 28 30 1 
235: 1 7 8 19 28 30 1 
236: 1 3 9 20 28 30 1 
237: 1 6 13 25 28 30 1 
238: 1 5 10 16 29 30 1 
239: 1 3 13 18 29 30 1 
240: 1 2 7 22 29 30 1 
241: 1 4 6 23 29 30 1 
242: 1 12 14 25 29 30 1 
243: 1 16 18 21 23 31 1 
244: 1 13 15 19 24 31 1 
245: 1 3 10 21 25 31 1 
246: 1 9 12 23 25 31 1 
247: 1 10 13 18 26 31 1 
248: 1 8 16 20 26 31 1 
249: 1 4 7 22 26 31 1 
250: 1 5 17 23 26 31 1 
251: 1 6 7 16 27 31 1 
252: 1 2 12 19 27 31 1 
253: 1 8 9 22 27 31 1 
254: 1 11 14 23 27 31 1 
255: 1 21 24 26 27 31 1 
256: 1 3 16 17 28 31 1 
257: 1 6 11 20 28 31 1 
258: 1 4 5 21 28 31 1 
259: 1 7 10 23 28 31 1 
260: 1 2 8 25 28 31 1 
261: 1 5 12 18 29 31 1 
262: 1 3 14 19 29 31 1 
263: 1 15 21 22 29 31 1 
264: 1 2 11 26 29 31 1 
265: 1 9 13 28 29 31 1 
266: 1 8 10 14 30 31 1 
267: 1 3 6 15 30 31 1 
268: 1 11 17 18 30 31 1 
269: 1 2 13 20 30 31 1 
270: 1 7 12 24 30 31 1 
271: 1 6 19 23 24 32 1 
272: 1 5 15 24 25 32 1 
273: 1 8 17 22 26 32 1 
274: 1 2 9 23 26 32 1 
275: 1 16 18 24 26 32 1 
276: 1 4 11 25 26 32 1 
277: 1 10 15 16 27 32 1 
278: 1 12 18 20 27 32 1 
279: 1 5 7 23 27 32 1 
280: 1 11 13 24 27 32 1 
281: 1 6 8 25 27 32 1 
282: 1 10 17 20 28 32 1 
283: 1 7 14 22 28 32 1 
284: 1 3 8 23 28 32 1 
285: 1 16 19 25 28 32 1 
286: 1 4 10 18 29 32 1 
287: 1 11 15 20 29 32 1 
288: 1 7 12 21 29 32 1 
289: 1 16 17 23 29 32 1 
290: 1 2 5 17 30 32 1 
291: 1 6 9 18 30 32 1 
292: 1 3 4 21 30 32 1 
293: 1 16 20 22 30 32 1 
294: 1 26 27 28 30 32 1 
295: 1 4 13 17 31 32 1 
296: 1 7 19 20 31 32 1 
297: 1 8 11 21 31 32 1 
298: 1 3 5 22 31 32 1 
299: 1 2 10 24 31 32 1 
300: 1 6 12 26 31 32 1 
301: 1 19 22 24 25 33 1 
302: 1 6 10 19 26 33 1 
303: 1 16 21 22 26 33 1 
304: 1 10 17 21 27 33 1 
305: 1 8 12 24 27 33 1 
306: 1 3 13 26 27 33 1 
307: 1 15 20 21 28 33 1 
308: 1 9 16 24 28 33 1 
309: 1 2 14 27 28 33 1 
310: 1 6 16 18 29 33 1 
311: 1 10 13 20 29 33 1 
312: 1 3 8 21 29 33 1 
313: 1 9 12 22 29 33 1 
314: 1 5 15 18 30 33 1 
315: 1 4 17 20 30 33 1 
316: 1 13 14 21 30 33 1 
317: 1 6 11 22 30 33 1 
318: 1 7 16 23 30 33 1 
319: 1 10 12 28 30 33 1 
320: 1 9 10 15 31 33 1 
321: 1 11 16 19 31 33 1 
322: 1 14 18 20 31 33 1 
323: 1 2 7 21 31 33 1 
324: 1 6 8 23 31 33 1 
325: 1 3 4 24 31 33 1 
326: 1 25 27 30 31 33 1 
327: 1 5 8 16 32 33 1 
328: 1 6 7 17 32 33 1 
329: 1 2 4 19 32 33 1 
330: 1 11 12 23 32 33 1 
331: 1 9 14 25 32 33 1 
332: 1 24 29 30 32 33 1 
333: 1 18 23 24 25 34 1 
334: 1 13 18 21 27 34 1 
335: 1 16 20 24 27 34 1 
336: 1 6 9 26 27 34 1 
337: 1 10 16 21 28 34 1 
338: 1 8 15 22 28 34 1 
339: 1 17 24 26 28 34 1 
340: 1 14 17 18 29 34 1 
341: 1 6 11 21 29 34 1 
342: 1 5 8 23 29 34 1 
343: 1 19 27 28 29 34 1 
344: 1 6 10 17 30 34 1 
345: 1 8 16 18 30 34 1 
346: 1 14 15 20 30 34 1 
347: 1 9 13 22 30 34 1 
348: 1 4 5 24 30 34 1 
349: 1 4 6 19 31 34 1 
350: 1 9 17 20 31 34 1 
351: 1 11 12 22 31 34 1 
352: 1 7 13 25 31 34 1 
353: 1 5 15 27 31 34 1 
354: 1 3 9 19 32 34 1 
355: 1 5 6 20 32 34 1 
356: 1 2 15 21 32 34 1 
357: 1 4 14 23 32 34 1 
358: 1 10 12 25 32 34 1 
359: 1 7 11 30 32 34 1 
360: 1 18 28 31 32 34 1 
361: 1 7 12 19 33 34 1 
362: 1 2 11 20 33 34 1 
363: 1 5 14 22 33 34 1 
364: 1 3 10 23 33 34 1 
365: 1 4 16 25 33 34 1 
366: 1 5 12 26 27 35 1 
367: 1 5 8 24 28 35 1 
368: 1 3 15 25 28 35 1 
369: 1 18 19 21 29 35 1 
370: 1 14 16 22 29 35 1 
371: 1 3 17 24 29 35 1 
372: 1 2 8 21 30 35 1 
373: 1 11 13 23 30 35 1 
374: 1 15 22 24 30 35 1 
375: 1 4 7 25 30 35 1 
376: 1 3 10 26 30 35 1 
377: 1 9 14 21 31 35 1 
378: 1 6 10 22 31 35 1 
379: 1 2 4 23 31 35 1 
380: 1 5 11 25 31 35 1 
381: 1 19 26 28 31 35 1 
382: 1 7 8 29 31 35 1 
383: 1 10 13 19 32 35 1 
384: 1 2 14 20 32 35 1 
385: 1 4 9 24 32 35 1 
386: 1 21 23 25 32 35 1 
387: 1 7 15 26 32 35 1 
388: 1 9 13 17 33 35 1 
389: 1 8 15 19 33 35 1 
390: 1 3 6 20 33 35 1 
391: 1 4 12 21 33 35 1 
392: 1 7 11 24 33 35 1 
393: 1 18 23 26 33 35 1 
394: 1 2 5 29 33 35 1 
395: 1 22 27 32 33 35 1 
396: 1 5 7 16 34 35 1 
397: 1 11 14 19 34 35 1 
398: 1 3 18 22 34 35 1 
399: 1 12 20 23 34 35 1 
400: 1 2 13 24 34 35 1 
401: 1 8 9 25 34 35 1 
402: 1 4 10 27 34 35 1 
403: 1 2 3 4 5 6 2 
404: 1 2 3 7 8 9 2 
405: 1 4 5 7 8 10 2 
406: 1 4 6 7 9 11 2 
407: 1 2 6 8 10 11 2 
408: 1 3 5 9 10 11 2 
409: 1 5 6 8 9 12 2 
410: 1 3 6 7 10 12 2 
411: 1 2 4 9 10 12 2 
412: 1 2 5 7 11 12 2 
413: 1 3 4 8 11 12 2 
414: 1 2 4 7 13 14 2 
415: 1 3 5 8 13 14 2 
416: 1 6 9 10 13 14 2 
417: 1 5 6 7 13 15 2 
418: 1 3 4 9 13 15 2 
419: 1 2 8 12 13 15 2 
420: 1 4 6 8 14 15 2 
421: 1 2 5 9 14 15 2 
422: 1 3 7 11 14 15 2 
423: 1 2 3 10 13 16 2 
424: 1 4 5 11 13 16 2 
425: 1 7 9 12 13 16 2 
426: 1 8 9 11 14 16 2 
427: 1 2 6 12 14 16 2 
428: 1 3 5 12 15 16 2 
429: 1 3 6 11 13 17 2 
430: 1 5 10 12 13 17 2 
431: 1 3 4 10 14 17 2 
432: 1 7 8 12 14 17 2 
433: 1 2 7 10 15 17 2 
434: 1 5 8 11 15 17 2 
435: 1 2 4 8 16 17 2 
436: 1 6 9 15 16 17 2 
437: 1 7 8 11 13 18 2 
438: 1 4 6 12 13 18 2 
439: 1 5 6 11 14 18 2 
440: 1 3 9 12 14 18 2 
441: 1 3 8 10 15 18 2 
442: 1 2 4 11 15 18 2 
443: 1 3 4 7 16 18 2 
444: 1 10 11 12 16 18 2 
445: 1 13 14 15 16 18 2 
446: 1 4 5 9 17 18 2 
447: 1 2 9 11 13 19 2 
448: 1 4 5 12 14 19 2 
449: 1 6 11 12 15 19 2 
450: 1 3 6 8 16 19 2 
451: 1 7 10 14 16 19 2 
452: 1 3 5 7 17 19 2 
453: 1 8 9 10 17 19 2 
454: 1 2 6 7 18 19 2 
455: 1 11 12 13 14 20 2 
456: 1 4 7 12 15 20 2 
457: 1 4 6 10 16 20 2 
458: 1 2 3 12 17 20 2 
459: 1 7 11 16 17 20 2 
460: 1 2 5 8 18 20 2 
461: 1 7 9 10 18 20 2 
462: 1 4 8 13 19 20 2 
463: 1 5 10 15 19 20 2 
464: 1 6 14 17 19 20 2 
465: 1 3 11 18 19 20 2 
466: 1 10 11 13 15 21 2 
467: 1 7 8 15 16 21 2 
468: 1 9 11 12 17 21 2 
469: 1 5 14 16 17 21 2 
470: 1 2 10 14 18 21 2 
471: 1 6 8 17 18 21 2 
472: 1 3 12 13 19 21 2 
473: 1 4 9 16 19 21 2 
474: 1 2 6 9 20 21 2 
475: 1 8 10 12 20 21 2 
476: 1 10 12 14 15 22 2 
477: 1 2 11 14 17 22 2 
478: 1 2 9 16 18 22 2 
479: 1 4 10 11 19 22 2 
480: 1 2 3 15 19 22 2 
481: 1 12 16 17 19 22 2 
482: 1 5 13 18 19 22 2 
483: 1 6 7 8 20 22 2 
484: 1 4 9 14 20 22 2 
485: 1 13 15 17 20 22 2 
486: 1 5 7 9 21 22 2 
487: 1 3 6 14 21 22 2 
488: 1 2 13 17 18 23 2 
489: 1 2 8 14 19 23 2 
490: 1 7 9 15 19 23 2 
491: 1 3 7 13 20 23 2 
492: 1 5 9 16 20 23 2 
493: 1 6 15 18 20 23 2 
494: 1 5 6 10 21 23 2 
495: 1 2 3 11 21 23 2 
496: 1 8 9 13 21 23 2 
497: 1 4 7 17 21 23 2 
498: 1 4 5 15 22 23 2 
499: 1 8 10 16 22 23 2 
500: 1 3 9 17 22 23 2 
501: 1 7 12 18 22 23 2 
502: 1 19 20 21 22 23 2 
503: 1 12 15 17 18 24 2 
504: 1 2 5 16 19 24 2 
505: 1 5 7 14 20 24 2 
506: 1 8 9 15 20 24 2 
507: 1 4 11 14 21 24 2 
508: 1 6 13 16 21 24 2 
509: 1 3 5 18 21 24 2 
510: 1 7 10 13 22 24 2 
511: 1 3 11 16 22 24 2 
512: 1 4 6 17 22 24 2 
513: 1 8 14 18 22 24 2 
514: 1 2 12 21 22 24 2 
515: 1 4 12 16 23 24 2 
516: 1 10 11 17 23 24 2 
517: 1 4 15 17 19 25 2 
518: 1 8 12 18 19 25 2 
519: 1 3 14 16 20 25 2 
520: 1 2 5 13 21 25 2 
521: 1 9 15 18 21 25 2 
522: 1 7 11 19 21 25 2 
523: 1 5 6 16 22 25 2 
524: 1 10 17 18 22 25 2 
525: 1 4 8 21 22 25 2 
526: 1 4 10 13 23 25 2 
527: 1 6 7 14 23 25 2 
528: 1 2 15 16 23 25 2 
529: 1 8 11 20 23 25 2 
530: 1 3 6 9 24 25 2 
531: 1 8 13 17 24 25 2 
532: 1 2 4 20 24 25 2 
533: 1 9 12 19 20 26 2 
534: 1 3 15 17 21 26 2 
535: 1 5 8 19 21 26 2 
536: 1 4 18 20 21 26 2 
537: 1 2 5 10 22 26 2 
538: 1 9 11 15 22 26 2 
539: 1 6 11 16 23 26 2 
540: 1 3 4 19 23 26 2 
541: 1 10 14 20 23 26 2 
542: 1 5 9 13 24 26 2 
543: 1 2 3 14 24 26 2 
544: 1 4 10 15 24 26 2 
545: 1 7 8 23 24 26 2 
546: 1 9 10 16 25 26 2 
547: 1 2 6 17 25 26 2 
548: 1 5 7 18 25 26 2 
549: 1 13 14 19 25 26 2 
550: 1 3 12 22 25 26 2 
551: 1 14 15 19 21 27 2 
552: 1 5 11 20 21 27 2 
553: 1 2 6 13 22 27 2 
554: 1 3 10 20 22 27 2 
555: 1 6 12 17 23 27 2 
556: 1 4 8 18 23 27 2 
557: 1 13 16 19 23 27 2 
558: 1 2 9 17 24 27 2 
559: 1 6 10 18 24 27 2 
560: 1 4 7 19 24 27 2 
561: 1 3 15 23 24 27 2 
562: 1 5 10 14 25 27 2 
563: 1 2 3 18 25 27 2 
564: 1 9 13 20 25 27 2 
565: 1 12 16 21 25 27 2 
566: 1 7 15 22 25 27 2 
567: 1 7 10 11 26 27 2 
568: 1 4 14 16 26 27 2 
569: 1 17 18 19 26 27 2 
570: 1 2 15 20 26 27 2 
571: 1 2 17 19 21 28 2 
572: 1 6 9 19 22 28 2 
573: 1 5 12 20 22 28 2 
574: 1 11 18 21 22 28 2 
575: 1 14 15 17 23 28 2 
576: 1 5 11 19 23 28 2 
577: 1 2 6 15 24 28 2 
578: 1 3 10 19 24 28 2 
579: 1 13 18 20 24 28 2 
580: 1 7 9 17 25 28 2 
581: 1 4 14 18 25 28 2 
582: 1 11 12 24 25 28 2 
583: 1 4 8 9 26 28 2 
584: 1 2 7 16 26 28 2 
585: 1 3 6 18 26 28 2 
586: 1 12 14 21 26 28 2 
587: 1 13 22 23 26 28 2 
588: 1 8 10 13 27 28 2 
589: 1 9 12 15 27 28 2 
590: 1 4 11 17 27 28 2 
591: 1 5 16 18 27 28 2 
592: 1 3 7 21 27 28 2 
593: 1 9 11 18 23 29 2 
594: 1 10 12 19 23 29 2 
595: 1 8 11 19 24 29 2 
596: 1 6 12 20 24 29 2 
597: 1 9 10 21 24 29 2 
598: 1 13 14 23 24 29 2 
599: 1 6 10 15 25 29 2 
600: 1 5 9 19 25 29 2 
601: 1 17 20 21 25 29 2 
602: 1 11 13 22 25 29 2 
603: 1 7 16 24 25 29 2 
604: 1 6 8 13 26 29 2 
605: 1 7 9 14 26 29 2 
606: 1 4 12 17 26 29 2 
607: 1 15 16 19 26 29 2 
608: 1 3 5 20 26 29 2 
609: 1 3 9 16 27 29 2 
610: 1 7 13 17 27 29 2 
611: 1 8 14 20 27 29 2 
612: 1 2 4 21 27 29 2 
613: 1 5 22 24 27 29 2 
614: 1 23 25 26 27 29 2 
615: 1 10 11 14 28 29 2 
616: 1 8 12 16 28 29 2 
617: 1 5 6 17 28 29 2 
618: 1 7 15 18 28 29 2 
619: 1 3 4 22 28 29 2 
620: 1 2 20 23 28 29 2 
621: 1 12 15 21 23 30 2 
622: 1 9 14 19 24 30 2 
623: 1 2 10 19 25 30 2 
624: 1 3 5 23 25 30 2 
625: 1 13 16 17 26 30 2 
626: 1 2 12 18 26 30 2 
627: 1 6 7 21 26 30 2 
628: 1 11 20 24 26 30 2 
629: 1 8 15 25 26 30 2 
630: 1 2 11 16 27 30 2 
631: 1 3 8 17 27 30 2 
632: 1 7 14 18 27 30 2 
633: 1 5 6 19 27 30 2 
634: 1 4 12 22 27 30 2 
635: 1 9 10 23 27 30 2 
636: 1 4 15 16 28 30 2 
637: 1 7 8 19 28 30 2 
638: 1 3 9 20 28 30 2 
639: 1 6 13 25 28 30 2 
640: 1 5 10 16 29 30 2 
641: 1 3 13 18 29 30 2 
642: 1 2 7 22 29 30 2 
643: 1 4 6 23 29 30 2 
644: 1 12 14 25 29 30 2 
645: 1 16 18 21 23 31 2 
646: 1 13 15 19 24 31 2 
647: 1 3 10 21 25 31 2 
648: 1 9 12 23 25 31 2 
649: 1 10 13 18 26 31 2 
650: 1 8 16 20 26 31 2 
651: 1 4 7 22 26 31 2 
652: 1 5 17 23 26 31 2 
653: 1 6 7 16 27 31 2 
654: 1 2 12 19 27 31 2 
655: 1 8 9 22 27 31 2 
656: 1 11 14 23 27 31 2 
657: 1 21 24 26 27 31 2 
658: 1 3 16 17 28 31 2 
659: 1 6 11 20 28 31 2 
660: 1 4 5 21 28 31 2 
661: 1 7 10 23 28 31 2 
662: 1 2 8 25 28 31 2 
663: 1 5 12 18 29 31 2 
664: 1 3 14 19 29 31 2 
665: 1 15 21 22 29 31 2 
666: 1 2 11 26 29 31 2 
667: 1 9 13 28 29 31 2 
668: 1 8 10 14 30 31 2 
669: 1 3 6 15 30 31 2 
670: 1 11 17 18 30 31 2 
671: 1 2 13 20 30 31 2 
672: 1 7 12 24 30 31 2 
673: 1 6 19 23 24 32 2 
674: 1 5 15 24 25 32 2 
675: 1 8 17 22 26 32 2 
676: 1 2 9 23 26 32 2 
677: 1 16 18 24 26 32 2 
678: 1 4 11 25 26 32 2 
679: 1 10 15 16 27 32 2 
680: 1 12 18 20 27 32 2 
681: 1 5 7 23 27 32 2 
682: 1 11 13 24 27 32 2 
683: 1 6 8 25 27 32 2 
684: 1 10 17 20 28 32 2 
685: 1 7 14 22 28 32 2 
686: 1 3 8 23 28 32 2 
687: 1 16 19 25 28 32 2 
688: 1 4 10 18 29 32 2 
689: 1 11 15 20 29 32 2 
690: 1 7 12 21 29 32 2 
691: 1 16 17 23 29 32 2 
692: 1 2 5 17 30 32 2 
693: 1 6 9 18 30 32 2 
694: 1 3 4 21 30 32 2 
695: 1 16 20 22 30 32 2 
696: 1 26 27 28 30 32 2 
697: 1 4 13 17 31 32 2 
698: 1 7 19 20 31 32 2 
699: 1 8 11 21 31 32 2 
700: 1 3 5 22 31 32 2 
701: 1 2 10 24 31 32 2 
702: 1 6 12 26 31 32 2 
703: 1 19 22 24 25 33 2 
704: 1 6 10 19 26 33 2 
705: 1 16 21 22 26 33 2 
706: 1 10 17 21 27 33 2 
707: 1 8 12 24 27 33 2 
708: 1 3 13 26 27 33 2 
709: 1 15 20 21 28 33 2 
710: 1 9 16 24 28 33 2 
711: 1 2 14 27 28 33 2 
712: 1 6 16 18 29 33 2 
713: 1 10 13 20 29 33 2 
714: 1 3 8 21 29 33 2 
715: 1 9 12 22 29 33 2 
716: 1 5 15 18 30 33 2 
717: 1 4 17 20 30 33 2 
718: 1 13 14 21 30 33 2 
719: 1 6 11 22 30 33 2 
720: 1 7 16 23 30 33 2 
721: 1 10 12 28 30 33 2 
722: 1 9 10 15 31 33 2 
723: 1 11 16 19 31 33 2 
724: 1 14 18 20 31 33 2 
725: 1 2 7 21 31 33 2 
726: 1 6 8 23 31 33 2 
727: 1 3 4 24 31 33 2 
728: 1 25 27 30 31 33 2 
729: 1 5 8 16 32 33 2 
730: 1 6 7 17 32 33 2 
731: 1 2 4 19 32 33 2 
732: 1 11 12 23 32 33 2 
733: 1 9 14 25 32 33 2 
734: 1 24 29 30 32 33 2 
735: 1 18 23 24 25 34 2 
736: 1 13 18 21 27 34 2 
737: 1 16 20 24 27 34 2 
738: 1 6 9 26 27 34 2 
739: 1 10 16 21 28 34 2 
740: 1 8 15 22 28 34 2 
741: 1 17 24 26 28 34 2 
742: 1 14 17 18 29 34 2 
743: 1 6 11 21 29 34 2 
744: 1 5 8 23 29 34 2 
745: 1 19 27 28 29 34 2 
746: 1 6 10 17 30 34 2 
747: 1 8 16 18 30 34 2 
748: 1 14 15 20 30 34 2 
749: 1 9 13 22 30 34 2 
750: 1 4 5 24 30 34 2 
751: 1 4 6 19 31 34 2 
752: 1 9 17 20 31 34 2 
753: 1 11 12 22 31 34 2 
754: 1 7 13 25 31 34 2 
755: 1 5 15 27 31 34 2 
756: 1 3 9 19 32 34 2 
757: 1 5 6 20 32 34 2 
758: 1 2 15 21 32 34 2 
759: 1 4 14 23 32 34 2 
760: 1 10 12 25 32 34 2 
761: 1 7 11 30 32 34 2 
762: 1 18 28 31 32 34 2 
763: 1 7 12 19 33 34 2 
764: 1 2 11 20 33 34 2 
765: 1 5 14 22 33 34 2 
766: 1 3 10 23 33 34 2 
767: 1 4 16 25 33 34 2 
768: 1 5 12 26 27 35 2 
769: 1 5 8 24 28 35 2 
770: 1 3 15 25 28 35 2 
771: 1 18 19 21 29 35 2 
772: 1 14 16 22 29 35 2 
773: 1 3 17 24 29 35 2 
774: 1 2 8 21 30 35 2 
775: 1 11 13 23 30 35 2 
776: 1 15 22 24 30 35 2 
777: 1 4 7 25 30 35 2 
